meancircumplex.arousal,meancircumplex.valence,sumactivity,sumappCat.builtin,sumappCat.communication,sumappCat.entertainment,sumappCat.finance,sumappCat.game,sumappCat.office,sumappCat.other,sumappCat.social,sumappCat.travel,sumappCat.unknown,sumappCat.utilities,sumappCat.weather,sumcall,sumscreen,sumsms,countactivity,countappCat.builtin,countappCat.communication,countappCat.entertainment,countappCat.finance,countappCat.game,countappCat.office,countappCat.other,countappCat.social,countappCat.travel,countappCat.unknown,countappCat.utilities,countappCat.weather,countcall,countcircumplex.arousal,countcircumplex.valence,countscreen,countsms,id,timestamps,y,circumplex_rad,circumplex_degree
0.0,-0.02564102564102566,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,AS14.01,2014-02-27,0.0,-0.7231817338208668,0.48378225603862735
0.0,-0.23076923076923073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7419354838709677,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7419354838709677,-1.0,-1.0,-1.0,-1.0,AS14.01,2014-02-28,0.0,-1.0,-0.03243548792274542
0.30000000000000004,0.07692307692307687,-0.3428848718743589,-0.7763694781866928,-0.3125239211136217,-0.9557345429130517,-0.9605963273593408,-1.0,-1.0,-0.9145335913909203,-0.9608823554404159,-0.9558289923078153,-1.0,-0.869318566893948,-1.0,-0.8064516129032258,-0.2025963623672804,-0.8823529411764706,0.33333333333333326,-0.506631299734748,-0.40372670807453415,-0.9867109634551495,-0.8636363636363636,-1.0,-1.0,-0.7083333333333333,-0.8562874251497006,-0.9736842105263158,-1.0,-0.922077922077922,-1.0,-0.8064516129032258,0.6666666666666667,0.33333333333333326,-0.31016042780748665,-0.8823529411764706,AS14.01,2014-03-22,0.0,-0.3513940678868148,0.19587942436995665
0.10000000000000009,0.2615384615384615,-0.6287785754309916,-0.6968223898369763,-0.3805408502320461,-0.9552497876824265,-0.9188537861253304,-1.0,-1.0,-0.9365831462851246,-0.9198450071709721,-1.0,-1.0,-0.9665733024168416,-0.7996683775221933,-1.0,-0.12058992281789815,-1.0,0.25,-0.4482758620689655,-0.39751552795031053,-0.9800664451827242,-0.8181818181818181,-1.0,-1.0,-0.75,-0.7844311377245509,-1.0,-1.0,-0.974025974025974,-0.8666666666666667,-1.0,0.6666666666666667,0.6666666666666667,-0.4598930481283422,-1.0,AS14.01,2014-03-23,0.0,-0.31518942966585317,0.4032738345196767
0.3999999999999999,-0.23076923076923073,-0.6714383454674846,-0.5933233152258426,-0.01424607506731157,-0.8169517765781167,-0.9362354498442624,-1.0,-0.9962629516350208,-0.9420389307010879,-0.7131677037589756,-0.9585523086914642,-1.0,-0.9888185107865151,-1.0,-0.3548387096774194,0.6732596363222658,-1.0,1.0,-0.07692307692307687,0.1925465838509317,-0.9534883720930233,-0.7272727272727273,-1.0,-0.9907407407407407,-0.75,-0.4850299401197605,-0.8947368421052632,-1.0,-0.974025974025974,-1.0,-0.3548387096774194,0.6666666666666667,0.6666666666666667,0.03743315508021383,-1.0,AS14.01,2014-03-24,1.0,-0.3356361611700802,-0.03243548792274542
0.25,0.07692307692307687,-0.5906594627752496,-0.7144520386817472,0.12250117432495533,-0.967648517358103,-0.9195062762444988,-1.0,-1.0,-0.8442780664839363,-0.8292090104441224,-1.0,-0.661228660536638,-0.7523573454629086,-1.0,-1.0,0.23580783349429613,-0.8823529411764706,1.0,-0.4641909814323607,-0.09316770186335399,-0.9867109634551495,-0.8181818181818181,-1.0,-1.0,-0.75,-0.6646706586826348,-1.0,-0.2727272727272727,-0.7402597402597403,-1.0,-1.0,0.33333333333333326,0.33333333333333326,-0.3529411764705882,-0.8823529411764706,AS14.01,2014-03-25,0.0,-0.4127797804852965,0.22567338405794102
-0.09999999999999998,0.1384615384615384,-0.5784500433086646,-0.5306764474167802,0.07566475934961447,-0.5681414308959363,-0.9021620045094733,-1.0,-1.0,-0.9150952802892915,-0.6893701400965511,-1.0,-1.0,-0.9629302079085926,-1.0,-1.0,0.35043387390940617,-1.0,1.0,-0.273209549071618,0.17391304347826098,-0.9534883720930233,-0.7272727272727273,-1.0,-1.0,-0.75,-0.5688622754491017,-1.0,-1.0,-0.974025974025974,-1.0,-1.0,0.6666666666666667,0.6666666666666667,-0.08556149732620322,-1.0,AS14.01,2014-03-26,1.0,-0.4747742685611098,0.5895205637209846
0.10000000000000009,0.2615384615384615,-0.3915778342766766,-0.539891636506409,-0.22826716180168527,-0.6967486062694219,-0.9210673915725947,-1.0,-0.773478999588428,-0.94902825643493,-0.9167715237157705,-0.9439778298365359,-1.0,-0.8010919284180259,-1.0,-0.8709677419354839,0.10251483238912451,-0.8823529411764706,0.8333333333333333,-0.18832891246684347,-0.018633540372670843,-0.9401993355481728,-0.8636363636363636,-1.0,-0.8888888888888888,-0.75,-0.844311377245509,-0.9473684210526316,-1.0,-0.7142857142857143,-1.0,-0.8709677419354839,0.6666666666666667,0.6666666666666667,-0.2887700534759359,-0.8823529411764706,AS14.01,2014-03-27,1.0,-0.31518942966585317,0.4032738345196767
-0.30000000000000004,0.1384615384615384,-0.6017948356902807,-0.5778650642072816,-0.879924078558357,-0.5231170615105531,-0.833295318149695,-0.90125206178632,-1.0,-0.8032338476342665,-0.9543772514532024,0.3415399880529295,-1.0,-0.6647808643655583,-1.0,-0.6774193548387097,-0.36080997576812046,-1.0,1.0,-0.3474801061007957,-0.7763975155279503,-0.9269102990033222,-0.6818181818181819,-0.9436619718309859,-1.0,-0.75,-0.7604790419161677,-0.5,-1.0,-0.7402597402597403,-1.0,-0.6774193548387097,0.6666666666666667,0.6666666666666667,-0.5294117647058824,-1.0,AS14.01,2014-03-28,1.0,-0.2953357365823559,0.7418911280193137
0.10000000000000009,0.3846153846153846,-0.716204047498668,-0.7631431370530112,-0.6231227942880502,-0.4615673768267553,-1.0,-1.0,-1.0,-0.8523115239838983,-0.9579232978934822,-0.9379143067058113,-1.0,-0.3326693027901505,-1.0,-0.7419354838709677,-0.24730821658421354,-0.8823529411764706,1.0,-0.5702917771883289,-0.6459627329192547,-0.9069767441860466,-1.0,-1.0,-1.0,-0.7083333333333333,-0.9041916167664671,-0.9210526315789473,-1.0,-0.37662337662337664,-1.0,-0.7419354838709677,0.6666666666666667,0.6666666666666667,-0.6684491978609626,-0.8823529411764706,AS14.01,2014-03-29,0.0,-0.1530989554202068,0.4189112801931365
-0.25,0.23076923076923084,-0.8808373826944751,-0.8056272930962542,-0.8881208736728328,-0.2715973989229612,-1.0,-1.0,-1.0,-0.9355555603935306,-0.9850796979565322,-1.0,-0.9042589273433894,-0.9574516781677646,-1.0,-1.0,-0.73031131930048,-1.0,0.16666666666666674,-0.7188328912466844,-0.8757763975155279,-0.9401993355481728,-1.0,-1.0,-1.0,-0.75,-0.9640718562874252,-1.0,-0.8181818181818181,-0.974025974025974,-1.0,-1.0,0.33333333333333326,0.33333333333333326,-0.8663101604278075,-1.0,AS14.01,2014-03-30,2.0,-0.2514381604795721,0.6770201521738226
0.0,0.1384615384615384,-0.7066224973138244,-0.462440423180997,-0.26130950080488535,-0.16570873752330384,-0.9228696851968875,-0.9783144042722014,-1.0,-0.7661336427702148,-0.8798212090734406,-0.7828676166304643,-0.9578161466655817,-0.7663430952859757,-1.0,-0.6129032258064516,-0.03445155588694815,-1.0,1.0,-0.08753315649867377,-0.19875776397515532,-0.7740863787375415,-0.7272727272727273,-0.971830985915493,-1.0,-0.5416666666666667,-0.7125748502994012,-0.868421052631579,-0.9090909090909091,-0.5584415584415585,-1.0,-0.6129032258064516,0.6666666666666667,0.6666666666666667,-0.3475935828877005,-1.0,AS14.01,2014-03-31,1.0,-0.5017271208775602,0.48378225603862735
0.10000000000000009,-0.23076923076923073,-0.507150616920315,-0.3500737520032893,-0.15563216776300348,-0.5111480659238654,0.024215048777842973,-0.900529575841426,-0.8852962045369753,-0.8944634455912864,-0.623314358889921,0.9117929663842115,-1.0,-0.42488659076793855,-1.0,-0.935483870967742,0.7438250226602916,-1.0,1.0,0.2785145888594165,0.1428571428571428,-0.8405315614617941,0.6363636363636365,-0.9154929577464789,-0.9722222222222222,-0.6666666666666667,0.3053892215568863,-0.631578947368421,-1.0,-0.2987012987012987,-1.0,-0.935483870967742,0.6666666666666667,0.6666666666666667,0.0,-1.0,AS14.01,2014-04-01,1.0,-0.83390904029252,-0.03243548792274542
0.16666666666666674,0.1794871794871793,-0.5759189167047365,-0.06077638847615874,-0.041402313686818015,-0.3628096451112648,-0.5367563201800798,-1.0,-0.8876638295310004,-0.724166338289113,-0.6949124114606178,-1.0,-1.0,-0.6207237525539993,-1.0,-0.7419354838709677,1.0,-1.0,1.0,0.1564986737400531,0.2732919254658386,-0.8073089700996677,-0.13636363636363635,-1.0,-0.9907407407407407,-0.08333333333333337,-0.3652694610778443,-1.0,-1.0,-0.5844155844155844,-1.0,-0.7419354838709677,0.0,0.0,0.20320855614973254,-1.0,AS14.01,2014-04-02,0.0,-0.38101553940982713,0.3314116917402983
-0.6,-0.23076923076923073,-0.7951157842157619,-0.1927334868338192,1.0,-0.3864047027897852,-0.8574729749436316,-1.0,-1.0,-0.8137265445900432,-0.7193414530942532,-0.9774059464205263,-1.0,-0.7969333121495368,-1.0,-0.7419354838709677,0.8913899023854253,-1.0,1.0,0.33687002652519893,0.9316770186335404,-0.8272425249169435,-0.8636363636363636,-1.0,-1.0,-0.375,-0.14970059880239517,-0.9736842105263158,-1.0,-0.6623376623376623,-1.0,-0.7419354838709677,0.6666666666666667,0.6666666666666667,0.41176470588235303,-1.0,AS14.01,2014-04-03,1.0,-0.003454241755120435,1.0
0.10000000000000009,0.01538461538461533,-0.47283823507977285,-0.47716174052382343,-0.3117752067068188,-0.4977006143157895,-1.0,-1.0,-1.0,-0.8460354125256624,-0.814374038451999,-0.8126346487543492,-1.0,-0.8570182621361488,-1.0,-0.8709677419354839,-0.06609201968363332,-0.8823529411764706,1.0,0.013262599469495928,-0.2422360248447205,-0.9003322259136213,-1.0,-1.0,-1.0,-0.6666666666666667,-0.652694610778443,-0.8157894736842105,-1.0,-0.6623376623376623,-1.0,-0.8709677419354839,0.6666666666666667,0.6666666666666667,-0.1925133689839572,-0.8823529411764706,AS14.01,2014-04-04,0.0,-0.6286093236458963,0.3314116917402983
-0.19999999999999996,0.1384615384615384,-0.5048243371023158,-0.7778625780529331,-0.7388283291367925,-0.9637766416755266,-1.0,-1.0,-1.0,-0.9293465032688988,-0.967682422013872,-0.7774636096848235,-1.0,-0.8678353307949812,-1.0,-1.0,-0.5663298583580696,-1.0,1.0,-0.5172413793103448,-0.68944099378882,-0.9933554817275747,-1.0,-1.0,-1.0,-0.7083333333333333,-0.9041916167664671,-0.8421052631578947,-1.0,-0.7662337662337663,-1.0,-1.0,0.6666666666666667,0.6666666666666667,-0.6631016042780749,-1.0,AS14.01,2014-04-05,0.0,-0.4011505283836576,0.6770201521738228
-0.375,0.07692307692307687,-0.7319953127446147,-0.620612377342878,-0.5351539075619601,-0.9112006206005321,-1.0,-0.9515209812248997,-1.0,-0.8962660750790827,-0.9713970820592588,-1.0,-1.0,-0.9486155907557171,-1.0,-0.7419354838709677,-0.27437353138433873,-1.0,1.0,-0.3421750663129973,-0.5652173913043479,-0.9867109634551495,-1.0,-0.9436619718309859,-1.0,-0.75,-0.9401197604790419,-1.0,-1.0,-0.8701298701298701,-1.0,-0.7419354838709677,0.33333333333333326,0.33333333333333326,-0.518716577540107,-1.0,AS14.01,2014-04-06,1.0,-0.2514381604795721,0.8067621038648047
-0.33333333333333326,-0.07692307692307687,-0.7891565292028121,-0.5649806865679414,-0.13011603618818623,-0.7879214838822444,-0.9137591283180712,-1.0,-0.9787609015349833,-0.8516549140158797,-0.8687200274301858,-0.9286645034062175,-1.0,-0.7713361013000258,-1.0,-0.935483870967742,0.12905539612074857,-1.0,1.0,-0.30503978779840846,-0.21118012422360244,-0.9601328903654485,-0.7727272727272727,-1.0,-0.9907407407407407,-0.6666666666666667,-0.7125748502994012,-0.9736842105263158,-1.0,-0.8961038961038961,-1.0,-0.935483870967742,0.0,0.33333333333333326,-0.3529411764705882,-1.0,AS14.01,2014-04-07,1.0,-0.40871592424829517,0.8820956079108742
-0.19999999999999996,-0.02564102564102566,-0.6865596268471539,-0.5812523322355946,-0.045967740036384264,-0.3087869474673792,-0.9642326977942469,-1.0,-1.0,-0.817547770769971,-0.763752230181862,-1.0,-1.0,-0.9598437435768099,-1.0,-0.935483870967742,0.6971498308625734,-1.0,1.0,-0.1671087533156499,0.18633540372670798,-0.8737541528239203,-0.8636363636363636,-1.0,-1.0,-0.7083333333333333,-0.4610778443113772,-1.0,-1.0,-0.948051948051948,-1.0,-0.935483870967742,0.6666666666666667,0.0,0.12299465240641716,-1.0,AS14.01,2014-04-08,1.0,-0.5675960452578765,0.7716850877072983
-0.4,0.3846153846153846,-0.4990745337515774,-0.5161432334501279,-0.2101546451945625,-0.5537737981260084,-1.0,-1.0,-1.0,-0.9260181699827357,-0.7485165895544895,-1.0,-1.0,-0.7563993027123778,-1.0,-0.7419354838709677,0.6511571268649041,-1.0,1.0,-0.09814323607427056,0.0,-0.920265780730897,-1.0,-1.0,-1.0,-0.7083333333333333,-0.23353293413173648,-1.0,-1.0,-0.8961038961038961,-1.0,-0.7419354838709677,0.6666666666666667,0.33333333333333326,0.06951871657754016,-1.0,AS14.01,2014-04-09,1.0,0.06350104972144743,0.7055253560264676
