meancircumplex.arousal,meancircumplex.valence,sumactivity,sumappCat.builtin,sumappCat.communication,sumappCat.entertainment,sumappCat.finance,sumappCat.game,sumappCat.office,sumappCat.other,sumappCat.social,sumappCat.travel,sumappCat.unknown,sumappCat.utilities,sumappCat.weather,sumcall,sumscreen,sumsms,countactivity,countappCat.builtin,countappCat.communication,countappCat.entertainment,countappCat.finance,countappCat.game,countappCat.office,countappCat.other,countappCat.social,countappCat.travel,countappCat.unknown,countappCat.utilities,countappCat.weather,countcall,countcircumplex.arousal,countcircumplex.valence,countscreen,countsms,id,timestamps,y,circumplex_rad,circumplex_degree
-0.19999999999999996,0.2615384615384615,-0.6714298191265777,-0.6644371803913722,-0.5647938555827567,-0.7394312568939474,-1.0,-0.9995512535978635,-0.9712023797921282,-0.906020303529714,-0.8954758478361424,-1.0,-1.0,-0.5803752865089955,-1.0,-0.5483870967741935,0.029320627761128426,-1.0,1.0,-0.43236074270557034,-0.5527950310559007,-0.9269102990033222,-1.0,-0.971830985915493,-0.9907407407407407,-0.6666666666666667,-0.6407185628742516,-1.0,-1.0,-0.6103896103896104,-1.0,-0.5483870967741935,0.6666666666666667,0.6666666666666667,-0.5133689839572193,-1.0,AS14.01,2014-04-10,1.0,-0.25721864729179256,0.6361528203369562
-0.6,0.2615384615384615,-0.6671726521182453,-0.4502380961874354,-0.5378067530022339,-0.49620460844750014,-0.8240838029143313,-1.0,-1.0,-0.9551937717844944,-0.9468972138136629,-0.9594652117052874,-1.0,-0.7615178560516589,-1.0,-1.0,-0.042975579960506494,-1.0,1.0,-0.2679045092838196,-0.24844720496894412,-0.9003322259136213,-0.7272727272727273,-1.0,-1.0,-0.75,-0.844311377245509,-0.9736842105263158,-1.0,-0.7662337662337663,-1.0,-1.0,0.6666666666666667,0.6666666666666667,-0.3475935828877005,-1.0,AS14.01,2014-04-11,1.0,0.19769894323268478,0.8067621038648047
-0.375,0.23076923076923084,-0.6993673547076595,-0.8581268984778871,-0.7145928385778666,-0.1974990993845458,-1.0,-1.0,-1.0,-0.9311752578217356,-0.9764713283241894,-0.9940430414234183,-1.0,-0.6084789997100191,-1.0,-1.0,-0.5633009203177024,-1.0,1.0,-0.7135278514588859,-0.7204968944099379,-0.9269102990033222,-1.0,-1.0,-1.0,-0.7083333333333333,-0.9281437125748503,-0.9736842105263158,-1.0,-0.35064935064935066,-1.0,-1.0,0.33333333333333326,0.33333333333333326,-0.7593582887700535,-1.0,AS14.01,2014-04-12,1.0,-0.11916967072794493,0.7418911280193137
-0.625,0.3846153846153846,-0.9416564156228063,-0.7901240098479857,-0.8480691548919033,-0.8817083400429876,-0.8459207215157215,-1.0,-1.0,-0.9179594582532347,-0.9969300756710276,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7396041648732405,-1.0,1.0,-0.6233421750663131,-0.8571428571428572,-0.973421926910299,-0.5909090909090908,-1.0,-1.0,-0.5416666666666667,-0.9760479041916168,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333326,0.33333333333333326,-0.8128342245989305,-1.0,AS14.01,2014-04-13,1.0,0.3293763121518092,0.7782569000121595
-0.6,0.1384615384615384,-0.6509398912273421,-0.5489360783917303,-0.16758583307672037,0.33456672392501874,-0.8330017910760291,-1.0,-1.0,-0.8736452520959922,-0.8889176238899585,-0.9655393912914262,-1.0,-0.08753092852801869,-1.0,-0.935483870967742,0.05606021255232174,-0.8823529411764706,1.0,-0.06631299734748008,-0.22360248447204967,-0.8338870431893688,-0.7272727272727273,-1.0,-1.0,-0.5,-0.7964071856287425,-0.9473684210526316,-1.0,-0.2727272727272727,-1.0,-0.935483870967742,0.6666666666666667,0.6666666666666667,-0.3315508021390374,-0.8823529411764706,AS14.01,2014-04-14,2.0,0.11417202906231116,0.8476294357016709
0.0,0.2615384615384615,-0.6250379684919987,-0.2511721865938583,-0.13780362239250343,-0.551994148786179,-0.9756148176953825,-1.0,-1.0,-0.9038466981183422,-0.7550080798838763,-0.9900977848189321,-1.0,-0.6891392675369059,-1.0,-0.4838709677419355,0.04780505515978972,-0.8823529411764706,1.0,0.2572944297082229,-0.0496894409937888,-0.8737541528239203,-0.8636363636363636,-1.0,-1.0,-0.75,-0.4970059880239521,-0.9736842105263158,-1.0,-0.6363636363636364,-1.0,-0.4838709677419355,0.6666666666666667,0.6666666666666667,-0.2994652406417112,-0.8823529411764706,AS14.01,2014-04-15,1.0,-0.3356361611700802,0.48378225603862735
0.375,0.07692307692307687,-0.5168579800857331,-0.5667463252410573,-0.3677732263883804,-0.7975914495248616,-1.0,-1.0,-1.0,-0.9644838449129056,-0.8297979568568947,-1.0,-1.0,-0.7515862848991011,-1.0,-1.0,0.12222103925845174,-0.8823529411764706,1.0,-0.20954907161803715,-0.1366459627329193,-0.8803986710963455,-1.0,-1.0,-1.0,-0.75,-0.652694610778443,-1.0,-1.0,-0.7402597402597403,-1.0,-1.0,0.33333333333333326,-0.33333333333333337,-0.1336898395721925,-0.8823529411764706,AS14.01,2014-04-16,0.0,-0.2514381604795721,0.16080240821244995
-0.19999999999999996,0.1384615384615384,-0.7631614104394622,-0.7409703929507674,-0.35105009100239215,-0.9325322223489712,-1.0,-1.0,-1.0,-0.9531812709408725,-0.8125100350676258,-1.0,-1.0,-0.944761398974956,-1.0,-0.8709677419354839,-0.0029058640867698493,-1.0,1.0,-0.4005305039787799,-0.3726708074534162,-0.9667774086378738,-1.0,-1.0,-1.0,-0.7916666666666666,-0.6407185628742516,-1.0,-1.0,-0.922077922077922,-1.0,-0.8709677419354839,0.6666666666666667,0.6666666666666667,-0.4812834224598931,-1.0,AS14.01,2014-04-17,1.0,-0.4011505283836576,0.6770201521738228
-0.4,0.2615384615384615,-0.6087230619719977,-0.576347102797557,-0.26006002736374545,-0.6327082662861986,-0.7772129510875458,-1.0,-1.0,-0.9583836422259426,-0.9127686634239764,-0.9243699518742633,-1.0,-0.9014731256506517,-1.0,-0.935483870967742,-0.14343970296597408,-1.0,1.0,-0.29442970822281167,-0.49068322981366463,-0.9401993355481728,-0.6818181818181819,-1.0,-1.0,-0.7083333333333333,-0.8922155688622755,-0.9210526315789473,-1.0,-0.8961038961038961,-1.0,-0.935483870967742,0.6666666666666667,0.6666666666666667,-0.5561497326203209,-1.0,AS14.01,2014-04-18,1.0,-0.06044764877647435,0.7418911280193137
-0.09999999999999998,0.3846153846153846,-0.5862578967853693,-0.5561557768024443,-0.6220744555959719,-0.7774138687902298,-0.8212120985503129,-0.9876757881400012,-1.0,-0.9725843567464715,-0.9647048570105466,-0.8473877179615148,-1.0,-0.8424403289117713,-1.0,-0.935483870967742,-0.3334918923619248,-1.0,1.0,-0.3421750663129973,-0.5217391304347826,-0.9601328903654485,-0.7272727272727273,-0.971830985915493,-1.0,-0.7916666666666666,-0.8682634730538922,-0.9473684210526316,-1.0,-0.7922077922077921,-1.0,-0.935483870967742,0.6666666666666667,0.6666666666666667,-0.5668449197860963,-1.0,AS14.01,2014-04-19,1.0,-0.1530989554202068,0.5486532318841182
-0.125,0.23076923076923084,-0.7016566110683891,-0.5791897622978446,-0.30950329829128276,-0.6549358588669771,-0.9801710309343883,-1.0,-1.0,-0.9702156841827971,-0.8730385822185075,-1.0,-1.0,-0.8655254822183879,-1.0,-0.8709677419354839,-0.25105222839156616,-0.7647058823529411,0.9166666666666667,-0.22546419098143233,-0.45962732919254656,-0.920265780730897,-0.9090909090909091,-1.0,-1.0,-0.7916666666666666,-0.7245508982035929,-1.0,-1.0,-0.7402597402597403,-1.0,-0.8709677419354839,0.33333333333333326,0.33333333333333326,-0.53475935828877,-0.7647058823529411,AS14.01,2014-04-20,2.0,-0.34346783570138717,0.5895205637209846
-0.125,0.3846153846153846,-0.5754010797959124,-0.6347510902138632,-0.7223527335556066,-0.9644829044332573,-0.937805913168335,-1.0,-1.0,-0.9494488699820826,-0.9618308625804902,-0.9191553930248763,-1.0,-0.7657020262005046,-1.0,-0.8709677419354839,-0.5023834500555138,-1.0,1.0,-0.4694960212201591,-0.7142857142857143,-0.973421926910299,-0.8636363636363636,-1.0,-1.0,-0.7916666666666666,-0.9161676646706587,-0.9210526315789473,-1.0,-0.7402597402597403,-1.0,-0.8709677419354839,0.33333333333333326,0.6666666666666667,-0.6844919786096257,-1.0,AS14.01,2014-04-21,1.0,-0.1439867870823166,0.564290677557578
0.10000000000000009,0.3846153846153846,-0.6174756629021545,-0.357358653329934,0.4239007646583528,-0.4777654111964702,-0.9281083021421868,-1.0,-1.0,-0.9449980297346782,-0.873424302523594,-1.0,-1.0,-0.5297919358619824,-1.0,-0.8709677419354839,0.6641459487219636,-1.0,1.0,-0.03448275862068961,0.49689440993788825,-0.813953488372093,-0.7272727272727273,-1.0,-1.0,-0.75,-0.7485029940119761,-1.0,-1.0,-0.4545454545454546,-1.0,-0.8709677419354839,0.6666666666666667,0.6666666666666667,-0.03208556149732622,-1.0,AS14.01,2014-04-22,1.0,-0.1530989554202068,0.4189112801931365
0.10000000000000009,0.3846153846153846,-0.80865081028693,-0.5962368066707744,0.1528045068590136,-0.8352083605573357,-0.9662518649251973,-1.0,-1.0,-0.9630783164137252,-0.9531442811492614,-1.0,-1.0,-0.7256357638777013,-1.0,-0.935483870967742,0.34659392155210145,-1.0,1.0,-0.2519893899204244,0.01863354037267073,-0.9401993355481728,-0.8636363636363636,-1.0,-1.0,-0.75,-0.8562874251497006,-1.0,-1.0,-0.7142857142857143,-1.0,-0.935483870967742,0.6666666666666667,0.6666666666666667,-0.20855614973262027,-1.0,AS14.01,2014-04-23,1.0,-0.1530989554202068,0.4189112801931365
-0.19999999999999996,0.3846153846153846,-0.7881896362024824,-0.606052425489837,0.10422229212993805,-0.056688614252230596,-0.6075019537311591,-1.0,-1.0,-0.9721916099353622,-0.7607790251081674,-0.9393955540083961,-1.0,-0.20427771957171692,-1.0,-0.935483870967742,0.3824305762983242,-1.0,1.0,-0.20424403183023876,-0.08074534161490687,-0.7275747508305648,-0.7727272727272727,-1.0,-1.0,-0.8333333333333334,-0.5808383233532934,-0.9210526315789473,-1.0,-0.19480519480519476,-1.0,-0.935483870967742,0.6666666666666667,0.6666666666666667,-0.44919786096256686,-1.0,AS14.01,2014-04-24,1.0,-0.10557280900008403,0.6088297495966561
-0.09999999999999998,0.2615384615384615,-0.5461904225149607,-0.6164694122097855,-0.07713392956211229,-0.6912972443657284,-0.9606056753553174,-1.0,-1.0,-0.9400455882384957,-0.8017838963507701,-0.9250306521099486,-1.0,-0.6133875668150643,-1.0,-0.8709677419354839,-0.10788502738095807,-0.8823529411764706,1.0,-0.31034482758620685,-0.12422360248447206,-0.9136212624584718,-0.8636363636363636,-1.0,-1.0,-0.75,-0.7245508982035929,-0.9210526315789473,-1.0,-0.5584415584415585,-1.0,-0.8709677419354839,0.6666666666666667,0.6666666666666667,-0.267379679144385,-0.8823529411764706,AS14.01,2014-04-25,1.0,-0.31518942966585317,0.564290677557578
-0.09999999999999998,0.3846153846153846,-0.14564402059092085,-0.6800872874719165,-0.7460828938358988,-0.9404462546610852,-0.9490216387410867,-1.0,-1.0,-0.9597630456600824,-0.9959653745066106,-0.4425809461393142,-0.9954662079106606,-0.6491752207355295,-1.0,-0.8064516129032258,-0.47393991726705464,-0.5294117647058824,0.9166666666666667,-0.480106100795756,-0.7391304347826086,-0.9933554817275747,-0.8181818181818181,-1.0,-1.0,-0.7916666666666666,-0.9760479041916168,-0.4736842105263158,-0.9090909090909091,-0.4545454545454546,-1.0,-0.8064516129032258,0.6666666666666667,0.6666666666666667,-0.6417112299465241,-0.5294117647058824,AS14.01,2014-04-26,1.0,-0.1530989554202068,0.5486532318841182
0.0,0.3846153846153846,-0.8837441018729638,-0.588472968817761,-0.6631826858996922,-0.646210739035911,-1.0,-1.0,-1.0,-0.8171837615304063,-0.997555770062116,-1.0,-1.0,-0.9329621724798041,-1.0,-1.0,-0.5712372284948615,-1.0,0.8333333333333333,-0.5755968169761273,-0.7018633540372671,-0.9335548172757475,-1.0,-1.0,-1.0,-0.625,-0.9760479041916168,-1.0,-1.0,-0.8441558441558441,-1.0,-1.0,0.6666666666666667,0.6666666666666667,-0.7272727272727273,-1.0,AS14.01,2014-04-27,1.0,-0.16954520146260033,0.48378225603862735
-0.4,0.2615384615384615,-0.9181298117743866,-0.6389658254630521,-0.34930803135762767,-0.6751053761584381,-0.7948301843050887,-1.0,-1.0,-0.9367912759699475,-0.9101301051939797,-1.0,-1.0,-0.5775910245883882,-1.0,-0.8709677419354839,-0.12414945413684297,-1.0,1.0,-0.40583554376657827,-0.4720496894409938,-0.9136212624584718,-0.6363636363636364,-1.0,-1.0,-0.75,-0.8682634730538922,-1.0,-1.0,-0.4285714285714286,-1.0,-0.8709677419354839,0.6666666666666667,0.6666666666666667,-0.5401069518716577,-1.0,AS14.01,2014-04-28,1.0,-0.06044764877647435,0.7418911280193137
-0.125,0.3846153846153846,-0.5724168113419144,-0.65170056475576,-0.5518703938653348,-0.25885905599373515,-1.0,-0.8587635320452178,-1.0,-0.9647555455893271,-0.9633868235897285,-0.9502911876441952,-1.0,-0.5439898939958381,-1.0,-1.0,-0.12236903954066991,-1.0,1.0,-0.2838196286472149,-0.515527950310559,-0.8405315614617941,-1.0,-0.9436619718309859,-1.0,-0.7916666666666666,-0.9520958083832335,-0.9473684210526316,-1.0,-0.5064935064935066,-1.0,-1.0,0.33333333333333326,0.0,-0.4598930481283422,-1.0,AS14.01,2014-04-29,1.0,-0.1439867870823166,0.564290677557578
